,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
2893,Fortune Creek Pass,Snoqualmie Region,,,,,0.0,0,2018-05-20,5,https://www.wta.org/go-hiking/hikes/fortune-creek-pass
2894,Franklin Ghost Town,Mount Rainier Area,2.5,roundtrip,200.0,800.0,2.94,18,2019-07-04,122,https://www.wta.org/go-hiking/hikes/franklin-ghost-town
2895,Goat Lake,South Cascades,12.0,roundtrip,2000.0,6600.0,4.36,14,2019-06-29,90,https://www.wta.org/go-hiking/hikes/goat-lake-1
2896,Fragrance Lake,Puget Sound and Islands,5.5,roundtrip,950.0,1050.0,3.62,40,2019-06-23,310,https://www.wta.org/go-hiking/hikes/fragrance-lake
2897,Goat Mountain and Deadman's Lake,South Cascades,11.2,roundtrip,2400.0,5025.0,3.5,8,2018-08-17,43,https://www.wta.org/go-hiking/hikes/goat-mountain-1
2898,Glasses Lake,Central Cascades,10.0,roundtrip,700.0,4682.0,0.0,0,2018-07-04,10,https://www.wta.org/go-hiking/hikes/glasses-lake
2899,Frog Lake,North Cascades,2.0,roundtrip,357.0,1009.0,1.75,4,2019-05-05,10,https://www.wta.org/go-hiking/hikes/frog-lake-2
2900,Crawford State Park - Gardner Cave,Eastern Washington,1.0,roundtrip,200.0,2700.0,5.0,5,2017-07-15,6,https://www.wta.org/go-hiking/hikes/gardner-cave
2901,Freezeout Ridge,North Cascades,7.4,roundtrip,1040.0,7700.0,2.67,6,2019-06-03,23,https://www.wta.org/go-hiking/hikes/freezeout-ridge
2902,Falls Creek,Central Cascades,8.0,roundtrip,3000.0,6100.0,4.25,4,2018-09-02,8,https://www.wta.org/go-hiking/hikes/falls-creek
2903,Elwha To Hurricane Hill,Olympic Peninsula,11.6,roundtrip,5248.0,5650.0,3.0,4,2018-07-08,21,https://www.wta.org/go-hiking/hikes/elwha-to-hurricane-hill
2904,Esmeralda Basin (Esmerelda),Snoqualmie Region,7.0,roundtrip,1750.0,5960.0,4.24,21,2019-06-24,280,https://www.wta.org/go-hiking/hikes/esmerelda-basin
2905,Fishtrap Lake - Scroggie Loop,Eastern Washington,3.0,roundtrip,200.0,2260.0,2.5,4,2019-05-27,8,https://www.wta.org/go-hiking/hikes/fishtrap-lake-scroggie-loop
2906,Elwha River and Lillian River,Olympic Peninsula,13.5,roundtrip,1200.0,2500.0,4.17,6,2018-07-04,68,https://www.wta.org/go-hiking/hikes/elwha-river
2907,Fisher Creek,North Cascades,14.0,roundtrip,4000.0,6560.0,2.25,4,2019-06-24,26,https://www.wta.org/go-hiking/hikes/fisher-creek
2908,Tahoma Creek Suspension Bridge - Emerald Ridge Loop,Mount Rainier Area,14.2,roundtrip,3100.0,5600.0,3.0,7,2018-10-11,69,https://www.wta.org/go-hiking/hikes/emerald-ridge
2909,Fir Mountain,Eastern Washington,5.2,roundtrip,2174.0,5674.0,2.5,4,2015-09-07,5,https://www.wta.org/go-hiking/hikes/fir-mountain
2910,Fort Flagler State Park,Olympic Peninsula,5.0,roundtrip,150.0,150.0,2.62,8,2019-04-04,26,https://www.wta.org/go-hiking/hikes/fort-flagler
2911,Damfino Lakes - Excelsior Peak,North Cascades,5.6,roundtrip,1500.0,5699.0,3.89,9,2019-07-01,90,https://www.wta.org/go-hiking/hikes/excelsior-peak
2912,Fifteenmile Creek Railroad Grade,Issaquah Alps,4.8,roundtrip,,,1.75,4,2018-06-23,21,https://www.wta.org/go-hiking/hikes/fifteenmile-creek-railroad-grade
2913,Forest Park - Ridge Trail Loop Hike,Southwest Washington,,,,,0.0,0,2018-11-11,5,https://www.wta.org/go-hiking/hikes/forest-park-ridge-trail-loop-hike
2914,Elger Bay Preserve,Puget Sound and Islands,1.4,roundtrip,125.0,225.0,0.0,0,2019-06-08,3,https://www.wta.org/go-hiking/hikes/elger-bay-preserve
2915,Enchanted Valley via East Fork Quinault River,Olympic Peninsula,26.0,roundtrip,1700.0,,4.22,18,2019-06-23,304,https://www.wta.org/go-hiking/hikes/enchanted-valley
2916,Elk Lakes,Olympic Peninsula,4.9,roundtrip,400.0,1200.0,2.4,5,2019-05-27,39,https://www.wta.org/go-hiking/hikes/elk-lake
2917,Enchantment Park,Central Cascades,2.0,roundtrip,,,0.0,0,2019-04-26,11,https://www.wta.org/go-hiking/hikes/enchantment-park
2918,High Divide - Seven Lakes Basin Loop,Olympic Peninsula,19.0,roundtrip,4000.0,5120.0,4.37,19,2019-06-30,213,https://www.wta.org/go-hiking/hikes/seven-lakes-basin
2919,Wolf Creek,Olympic Peninsula,16.2,roundtrip,3800.0,5100.0,3.0,4,2017-06-23,8,https://www.wta.org/go-hiking/hikes/wolf-creek-1
2920,Hurricane Hill,Olympic Peninsula,3.2,roundtrip,650.0,5757.0,4.17,18,2019-06-22,186,https://www.wta.org/go-hiking/hikes/hurricane-hill
2921,Bandera Mountain,Snoqualmie Region,8.0,roundtrip,3400.0,5240.0,4.23,102,2019-07-02,938,https://www.wta.org/go-hiking/hikes/bandera-mountain
2922,The Enchantments,Central Cascades,18.0,one-way,4500.0,7800.0,4.66,103,2019-07-01,636,https://www.wta.org/go-hiking/hikes/enchantment-lakes
2923,Saint Edward State Park,Puget Sound and Islands,3.0,roundtrip,400.0,400.0,3.88,26,2019-06-30,114,https://www.wta.org/go-hiking/hikes/north-trail-saint-edward-state-park
2924,High School Trail,Issaquah Alps,2.1,roundtrip,375.0,480.0,3.67,3,2019-06-25,79,https://www.wta.org/go-hiking/hikes/high-school-trail
2925,McClellan Butte,Snoqualmie Region,9.0,roundtrip,3700.0,5162.0,3.97,30,2019-06-30,449,https://www.wta.org/go-hiking/hikes/mcclellan-butte
2926,Chinook Pass to Crystal Mountain via the Pacific Crest Trail,Mount Rainier Area,8.9,one-way,1400.0,6400.0,5.0,1,2019-07-01,7,https://www.wta.org/go-hiking/hikes/chinook-pass-to-crystal-mountain-via-the-pct
2927,Image Lake via Miners Ridge,North Cascades,31.8,roundtrip,4400.0,6000.0,4.25,8,2019-06-28,80,https://www.wta.org/go-hiking/hikes/image-lake-via-miners%20ridge
2928,Mount Pilchuck,North Cascades,5.4,roundtrip,2300.0,5327.0,4.54,149,2019-07-04,1356,https://www.wta.org/go-hiking/hikes/mount-pilchuck
2929,Iron Creek Falls,South Cascades,0.1,one-way,100.0,2800.0,4.2,5,2019-06-25,14,https://www.wta.org/go-hiking/hikes/iron-creek-falls
2930,Big Tree Ridge,Issaquah Alps,4.2,roundtrip,1340.0,1430.0,3.2,5,2019-05-12,67,https://www.wta.org/go-hiking/hikes/big-tree-ridge
2931,Plains of Abraham - Windy Pass Loop,South Cascades,9.0,(type not yet set),2000.0,4850.0,0.0,0,2019-06-25,29,https://www.wta.org/go-hiking/hikes/plains-of-abraham-windy-pass-loop
2932,Iron Creek Campground Loop,South Cascades,1.5,roundtrip,,1200.0,2.75,4,2019-06-26,7,https://www.wta.org/go-hiking/hikes/iron-creek-campground
2933,Goat Lake,North Cascades,10.4,roundtrip,1400.0,3161.0,4.19,100,2019-07-04,708,https://www.wta.org/go-hiking/hikes/goat-lake
2934,Living Legacy Interpretive Trail,Olympic Peninsula,1.5,roundtrip,125.0,,2.75,4,2019-06-30,8,https://www.wta.org/go-hiking/hikes/living-legacy-interpretive-trail
2935,Cascade Pass and Sahale Arm,North Cascades,12.0,roundtrip,4000.0,7570.0,4.31,52,2019-06-30,356,https://www.wta.org/go-hiking/hikes/sahale-arm
2936,Lake Ingalls,Snoqualmie Region,9.0,roundtrip,2500.0,6500.0,4.23,78,2019-07-04,770,https://www.wta.org/go-hiking/hikes/lake-ingalls
2937,Blanca Lake,Central Cascades,7.5,roundtrip,3300.0,4600.0,4.43,122,2019-07-01,650,https://www.wta.org/go-hiking/hikes/blanca-lake
2938,Beacon Rock State Park - Beacon Rock,Southwest Washington,2.0,roundtrip,600.0,848.0,3.07,14,2019-06-23,61,https://www.wta.org/go-hiking/hikes/beacon-rock
2939,Little Mashel Falls - Pack Forest,Puget Sound and Islands,5.0,roundtrip,500.0,1100.0,3.96,23,2019-06-30,187,https://www.wta.org/go-hiking/hikes/little-mashel-falls
2940,High Rock,South Cascades,3.2,roundtrip,1365.0,5685.0,4.35,37,2019-06-29,304,https://www.wta.org/go-hiking/hikes/high-rock
2941,Tieton River Nature Trail,Central Washington,6.75,roundtrip,300.0,600.0,3.75,8,2019-06-16,51,https://www.wta.org/go-hiking/hikes/tieton-river-nature-trail
2942,Bear Canyon,Central Washington,6.4,roundtrip,1130.0,3200.0,3.17,6,2019-06-16,44,https://www.wta.org/go-hiking/hikes/bear-canyon
2943,Blue Lake,North Cascades,4.4,roundtrip,1050.0,6254.0,4.39,46,2019-07-03,330,https://www.wta.org/go-hiking/hikes/blue-lake
2944,Coyote Wall - The Labyrinth Loop,Southwest Washington,7.7,roundtrip,1200.0,1250.0,4.0,2,2019-07-01,43,https://www.wta.org/go-hiking/hikes/catherine-creek-the-labyrinth
2945,Dog Mountain,Southwest Washington,6.0,roundtrip,2800.0,2948.0,4.31,29,2019-06-24,180,https://www.wta.org/go-hiking/hikes/dog-mountain
2946,Angel's Rest,Southwest Washington,4.8,roundtrip,1500.0,1600.0,4.5,2,2019-07-03,19,https://www.wta.org/go-hiking/hikes/angels-rest
2947,Comet Falls,Mount Rainier Area,3.8,roundtrip,1250.0,4875.0,4.18,33,2019-06-27,238,https://www.wta.org/go-hiking/hikes/comet-falls
2948,Catherine Creek - Natural Arch,Southwest Washington,2.1,roundtrip,250.0,500.0,0.0,0,2019-04-18,20,https://www.wta.org/go-hiking/hikes/catherine-creek-natural-arch
2949,Cedar Falls - Cedar Creek,North Cascades,3.5,roundtrip,500.0,3500.0,3.0,8,2019-06-20,71,https://www.wta.org/go-hiking/hikes/cedar-creek
2950,Cave Hole,Issaquah Alps,2.4,roundtrip,,,3.33,6,2019-06-14,143,https://www.wta.org/go-hiking/hikes/cave-hole
2951,Chamna Natural Preserve,Central Washington,3.8,roundtrip,30.0,350.0,3.25,8,2018-05-20,7,https://www.wta.org/go-hiking/hikes/chamna-natural-preserve
2952,Chelan Butte,Central Cascades,7.46,roundtrip,2500.0,,3.89,9,2019-06-17,43,https://www.wta.org/go-hiking/hikes/chelan-butte
2953,Cedar Downs,Puget Sound and Islands,4.0,roundtrip,,,4.0,5,2019-05-05,15,https://www.wta.org/go-hiking/hikes/cedar-downs
2954,Cedar Butte,Snoqualmie Region,3.5,roundtrip,900.0,1880.0,3.26,42,2019-06-30,374,https://www.wta.org/go-hiking/hikes/cedar-butte
2955,Carbon Glacier,Mount Rainier Area,21.4,roundtrip,1000.0,3400.0,3.71,17,2019-06-29,91,https://www.wta.org/go-hiking/hikes/carbon-glacier
2956,Camp Creek Falls,South Cascades,0.6,roundtrip,40.0,1360.0,3.5,4,2019-06-06,6,https://www.wta.org/go-hiking/hikes/camp-creek-falls
2957,Cherry Creek Falls,Central Cascades,5.0,roundtrip,450.0,705.0,3.63,30,2019-07-04,429,https://www.wta.org/go-hiking/hikes/cherry-creek-falls
2958,Camp Pleasant,Olympic Peninsula,14.0,roundtrip,800.0,,4.0,1,2018-10-14,12,https://www.wta.org/go-hiking/hikes/camp-pleasant
2959,Cat Basin Primitive,Olympic Peninsula,5.0,one-way,1500.0,5500.0,2.75,4,2019-06-30,10,https://www.wta.org/go-hiking/hikes/cat-basin-primitive
2960,Burch Mountain,North Cascades,10.0,roundtrip,3200.0,7782.0,2.0,4,2019-06-08,8,https://www.wta.org/go-hiking/hikes/burch-mountain
2961,Burroughs Mountain,Mount Rainier Area,9.0,roundtrip,2500.0,7828.0,4.35,54,2019-06-30,504,https://www.wta.org/go-hiking/hikes/burroughs-mountain
2962,Burnt Bridge Creek Greenway Trail,Southwest Washington,16.2,roundtrip,200.0,310.0,4.0,1,2018-08-02,2,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-trail
2963,Buckhorn Mountain,Olympic Peninsula,13.5,roundtrip,988.0,6988.0,4.75,4,2019-06-23,100,https://www.wta.org/go-hiking/hikes/buckhorn-mountain
2964,Boulder Lake,Central Cascades,13.8,roundtrip,2140.0,3700.0,2.5,4,2018-08-11,42,https://www.wta.org/go-hiking/hikes/boulder-lake
2965,Camano Island State Park,Puget Sound and Islands,2.6,roundtrip,200.0,200.0,2.8,10,2019-06-03,69,https://www.wta.org/go-hiking/hikes/camano-island-state-park
2966,Buck Mountain Snowshoe,North Cascades,11.6,roundtrip,2635.0,6135.0,4.0,3,2018-02-22,3,https://www.wta.org/go-hiking/hikes/buck-mountain-snowshoe
2967,Cabin Trail,Eastern Washington,5.0,roundtrip,,,4.25,4,,0,https://www.wta.org/go-hiking/hikes/cabin-trail
2968,Bullion Basin Snowshoe,Mount Rainier Area,4.5,roundtrip,1500.0,5800.0,3.67,3,2019-03-30,16,https://www.wta.org/go-hiking/hikes/bullion-basin-snowshoe
2969,Boulder Cave,Mount Rainier Area,2.0,roundtrip,300.0,2700.0,3.6,5,2019-06-30,57,https://www.wta.org/go-hiking/hikes/boulder-cave
2970,De Roux Creek - Gallagher Head Lake,Snoqualmie Region,8.0,roundtrip,1900.0,5600.0,3.5,6,2019-06-21,121,https://www.wta.org/go-hiking/hikes/boulder-de-roux
2971,Cady Ridge,Central Cascades,14.0,roundtrip,3015.0,5551.0,3.17,6,2019-06-29,71,https://www.wta.org/go-hiking/hikes/cady-ridge
2972,Cairn Hill,Central Cascades,5.0,roundtrip,850.0,4745.0,0.0,0,2019-02-02,3,https://www.wta.org/go-hiking/hikes/cairn-hill
2973,Bridge Creek - McAlester Pass to Stehekin,North Cascades,38.0,roundtrip,2500.0,4000.0,3.75,4,2019-06-19,28,https://www.wta.org/go-hiking/hikes/bridge-creek
2974,Bumping Lake,Mount Rainier Area,9.0,roundtrip,300.0,3700.0,3.17,6,2019-05-30,43,https://www.wta.org/go-hiking/hikes/bumping-lake
2975,Buckskin Ridge,North Cascades,33.4,roundtrip,,7300.0,3.5,4,2019-06-22,30,https://www.wta.org/go-hiking/hikes/buckskin-ridge
2976,Bridal Veil Falls,Central Cascades,4.0,roundtrip,1000.0,1600.0,3.87,47,2019-07-01,382,https://www.wta.org/go-hiking/hikes/bridal-veil-falls
2977,Boundary Way,North Cascades,8.2,roundtrip,1458.0,5658.0,3.0,4,2018-10-20,9,https://www.wta.org/go-hiking/hikes/boundary-way
2978,Picture Lake,North Cascades,0.5,roundtrip,,4200.0,3.14,7,2019-07-01,38,https://www.wta.org/go-hiking/hikes/picture-lake
2979,Pipe Creek Loop Snowshoe,Central Cascades,4.1,roundtrip,,,3.0,1,2019-02-27,12,https://www.wta.org/go-hiking/hikes/pipe-creek-loop
2980,Puyallup,Mount Rainier Area,9.6,roundtrip,2300.0,5465.0,2.17,6,2018-10-22,30,https://www.wta.org/go-hiking/hikes/puyallup
2981,Phelps Creek,Central Cascades,7.2,roundtrip,3500.0,5500.0,3.5,6,2018-09-08,51,https://www.wta.org/go-hiking/hikes/phelps-creek
2982,PJ Lake,Olympic Peninsula,1.8,roundtrip,825.0,5020.0,2.5,6,2018-10-13,12,https://www.wta.org/go-hiking/hikes/pj-lake
2983,Perimeter Loop Trail,Issaquah Alps,,,,,3.6,5,2019-04-17,49,https://www.wta.org/go-hiking/hikes/perimeter-loop-trail
2984,Penrose Point State Park,Olympic Peninsula,2.5,roundtrip,140.0,140.0,3.71,7,2019-03-13,15,https://www.wta.org/go-hiking/hikes/penrose-point-state-park
2985,Palouse Falls,Eastern Washington,1.0,roundtrip,,803.0,3.35,23,2019-06-02,128,https://www.wta.org/go-hiking/hikes/palouse-falls
2986,Oregon Butte,Eastern Washington,6.0,roundtrip,987.0,6387.0,3.8,5,2019-06-18,33,https://www.wta.org/go-hiking/hikes/oregon-butte
2987,Old Snowy Mountain - Elk Pass,South Cascades,17.0,roundtrip,3100.0,7800.0,3.88,8,2019-06-13,61,https://www.wta.org/go-hiking/hikes/old-snowy-mountain-elk-pass
2988,Palisades,Mount Rainier Area,15.9,roundtrip,2680.0,5300.0,4.5,10,2019-05-26,154,https://www.wta.org/go-hiking/hikes/palisades
2989,Pacific Northwest Trail,Puget Sound and Islands,1200.0,one-way,,7580.0,3.5,2,2019-04-28,28,https://www.wta.org/go-hiking/hikes/pacific-northwest-trail
2990,Paul Peak,Mount Rainier Area,6.2,roundtrip,900.0,3700.0,3.22,9,2019-06-25,46,https://www.wta.org/go-hiking/hikes/paul-peak
2991,Old Mine Trail,Mount Rainier Area,3.4,roundtrip,425.0,2150.0,0.0,0,2019-05-26,14,https://www.wta.org/go-hiking/hikes/old-mine-trail
2992,Paw Print Connector,Issaquah Alps,1.1,roundtrip,100.0,2200.0,5.0,1,2019-03-24,15,https://www.wta.org/go-hiking/hikes/paw-print-connector
2993,Harts Pass to Holman Pass,North Cascades,28.8,roundtrip,,6900.0,4.0,2,2019-06-23,15,https://www.wta.org/go-hiking/hikes/pct-harts-pass-to-holman-pass
2994,One-View Trail,Issaquah Alps,1.4,roundtrip,,,3.2,5,2019-04-30,81,https://www.wta.org/go-hiking/hikes/one-view-trail
2995,Oval Peak,North Cascades,,,,8795.0,4.0,4,2017-07-20,11,https://www.wta.org/go-hiking/hikes/oval-peak
2996,Pacific Crest Trail (PCT) Section I - White Pass to Snoqualmie Pass,South Cascades,99.0,one-way,17771.0,6530.0,3.14,7,2019-06-16,83,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-i-white-pass-to-snoqualmie-pass
2997,Oneonta Gorge,Southwest Washington,2.7,roundtrip,375.0,385.0,4.0,6,2017-08-23,19,https://www.wta.org/go-hiking/hikes/oneonta-gorge
2998,Peepsight,North Cascades,,,7800.0,7300.0,3.33,3,2018-10-02,3,https://www.wta.org/go-hiking/hikes/peepsight
2999,Peek-a-Boo Lake,North Cascades,5.0,roundtrip,1500.0,4350.0,3.14,7,2019-06-14,73,https://www.wta.org/go-hiking/hikes/peek-a-boo-lake
3000,Pear Lake,Central Cascades,12.0,roundtrip,2600.0,5200.0,3.4,5,2019-06-23,27,https://www.wta.org/go-hiking/hikes/pear-lake
3001,Paradise,Mount Rainier Area,25.0,trails,,10080.0,2.71,7,2019-06-16,74,https://www.wta.org/go-hiking/hikes/paradise
3002,Old Pass Hill,Central Cascades,6.5,one-way,,4885.0,2.0,1,2018-04-22,4,https://www.wta.org/go-hiking/hikes/old-pass-hill
3003,Old Robe Canyon,North Cascades,2.4,roundtrip,350.0,1050.0,3.46,28,2019-07-01,239,https://www.wta.org/go-hiking/hikes/old-robe-canyon
3004,Oyster Dome,Puget Sound and Islands,5.0,roundtrip,1050.0,2025.0,4.08,134,2019-06-25,811,https://www.wta.org/go-hiking/hikes/oyster-dome
3005,Panorama Point Snowshoe,Mount Rainier Area,5.0,roundtrip,1900.0,7070.0,3.88,8,2019-05-18,94,https://www.wta.org/go-hiking/hikes/panorama-point-snowshoe
3006,Palisades Lakes,Mount Rainier Area,7.0,roundtrip,1800.0,6150.0,3.58,19,2019-06-29,157,https://www.wta.org/go-hiking/hikes/palisades-lakes
3007,Sun Lakes-Dry Falls State Park - Park Lake Side Canyon,Central Washington,6.0,roundtrip,350.0,1500.0,3.5,4,2015-04-25,3,https://www.wta.org/go-hiking/hikes/park-lake-side-canyon
3008,Upper Icicle Creek,Central Cascades,10.0,roundtrip,400.0,3200.0,3.25,4,2019-05-18,59,https://www.wta.org/go-hiking/hikes/upper-icicle-creek
3009,Unicorn Peak,Mount Rainier Area,4.8,roundtrip,2397.0,6971.0,2.5,4,2018-06-17,10,https://www.wta.org/go-hiking/hikes/unicorn-creek-1
3010,Vesper Peak,North Cascades,8.0,roundtrip,4200.0,6214.0,4.33,15,2019-06-29,228,https://www.wta.org/go-hiking/hikes/vesper-peak
3011,Wallaby Peak,North Cascades,6.0,roundtrip,2900.0,7995.0,0.0,0,2018-05-27,2,https://www.wta.org/go-hiking/hikes/wallaby-peak-7995
3012,Wallula Gap Overlook,Central Washington,6.3,roundtrip,780.0,1150.0,1.0,1,2019-03-23,8,https://www.wta.org/go-hiking/hikes/wallula-gap
3013,Washington Pass Overlook,North Cascades,0.25,roundtrip,,5476.0,3.38,8,2019-05-26,39,https://www.wta.org/go-hiking/hikes/washington-pass-overlook
3014,Waptus River,Snoqualmie Region,22.0,roundtrip,700.0,3100.0,3.22,9,2019-07-01,174,https://www.wta.org/go-hiking/hikes/waptus-river
3015,Wahatis Peak,Central Washington,,,,,0.0,0,2019-04-06,4,https://www.wta.org/go-hiking/hikes/wahatis-peak
3016,Welch Peaks,Olympic Peninsula,9.0,roundtrip,3300.0,6100.0,5.0,2,2019-04-28,12,https://www.wta.org/go-hiking/hikes/welch-peaks
3017,Weldon Wagon Road,Southwest Washington,5.4,roundtrip,1290.0,1900.0,2.0,2,2019-04-20,14,https://www.wta.org/go-hiking/hikes/weldon-wagon-road
3018,Wallace Falls - Lake Loop,Central Cascades,9.0,roundtrip,1544.0,1844.0,3.4,15,2019-06-14,182,https://www.wta.org/go-hiking/hikes/wallace-falls-lake-loop
3019,Wagon Road Trail,Snoqualmie Region,2.0,roundtrip,,,3.75,4,2019-05-19,23,https://www.wta.org/go-hiking/hikes/wagon-road-1
3020,Upper Roaring Creek,Central Cascades,3.0,roundtrip,,6050.0,2.5,4,2014-06-29,3,https://www.wta.org/go-hiking/hikes/upper-roaring-creek
3021,Vendovi Island Trails,Puget Sound and Islands,3.0,roundtrip,100.0,,4.0,1,2015-08-22,2,https://www.wta.org/go-hiking/hikes/vendovi-island-trails
3022,High Divide via Welcome Pass,North Cascades,8.0,roundtrip,3400.0,5850.0,3.33,12,2019-06-16,117,https://www.wta.org/go-hiking/hikes/welcome-pass
3023,Wagonwheel Lake,Olympic Peninsula,5.8,roundtrip,3200.0,4100.0,2.93,14,2019-06-28,106,https://www.wta.org/go-hiking/hikes/wagonwheel-lake
3024,Washtucna Coulee - Kahlotus Railroad Grade,Central Washington,8.0,roundtrip,30.0,900.0,3.75,4,2017-11-29,2,https://www.wta.org/go-hiking/hikes/washtucna-coulee
3025,Washington Park Arboretum,Puget Sound and Islands,5.0,roundtrip,50.0,150.0,3.33,9,2019-04-18,55,https://www.wta.org/go-hiking/hikes/washington-park-arboretum
3026,Virginia Lilly,Eastern Washington,3.5,roundtrip,900.0,4270.0,2.6,5,2018-05-26,3,https://www.wta.org/go-hiking/hikes/virginia-lilly
3027,Upper South Fork Skokomish River,Olympic Peninsula,16.4,roundtrip,3700.0,4125.0,3.5,10,2019-05-24,77,https://www.wta.org/go-hiking/hikes/upper-south-fork-skokomish-river
3028,Wahclella Falls,Southwest Washington,1.8,roundtrip,350.0,350.0,3.0,1,2017-04-28,7,https://www.wta.org/go-hiking/hikes/wahclella-falls
3029,Web Mountain,Snoqualmie Region,,,,5335.0,3.67,3,2019-06-15,25,https://www.wta.org/go-hiking/hikes/webb-mountain
3030,Verne Samuelson Trail,Olympic Peninsula,3.0,roundtrip,,,3.0,4,2009-08-21,2,https://www.wta.org/go-hiking/hikes/verne-samuelson-trail
3031,Wedge Mountain,Central Cascades,,,2400.0,6900.0,3.67,3,2019-06-29,26,https://www.wta.org/go-hiking/hikes/wedge-mtn
3032,Wenatchee Crest Snowshoe (Blewett Pass),Central Cascades,6.0,roundtrip,400.0,4500.0,4.11,9,2019-04-09,85,https://www.wta.org/go-hiking/hikes/wenatchee-crest-snowshoe
3033,Voodoo Peak,North Cascades,,,,5198.0,0.0,0,2011-08-13,1,https://www.wta.org/go-hiking/hikes/voodoo-peak
3034,Wenaha River Trail,Eastern Washington,29.9,one-way,2500.0,4000.0,4.0,1,2019-06-16,18,https://www.wta.org/go-hiking/hikes/wenaha-river-trail-3106
3035,Welts-Samish Restoration Site,Puget Sound and Islands,,,30.0,,0.0,0,2019-04-07,32,https://www.wta.org/go-hiking/hikes/welts-samish-restoration-site
3036,Wapaloosie Mountain,Eastern Washington,5.0,roundtrip,1850.0,6850.0,3.4,5,2019-06-22,17,https://www.wta.org/go-hiking/hikes/wapaloosie
3037,Upper Wildcat Lake,Snoqualmie Region,17.0,roundtrip,4000.0,4920.0,3.0,2,2018-11-18,32,https://www.wta.org/go-hiking/hikes/upper-wildcat-lake
3038,Obstruction Pass State Park,Puget Sound and Islands,1.9,roundtrip,305.0,225.0,3.4,10,2019-05-31,14,https://www.wta.org/go-hiking/hikes/obstruction-pass
3039,Green River Natural Area - O'Grady Trail,Puget Sound and Islands,6.5,roundtrip,,,2.38,8,2019-04-22,32,https://www.wta.org/go-hiking/hikes/ogrady
3040,Observation Peak,Southwest Washington,5.0,roundtrip,500.0,4207.0,3.75,8,2019-06-15,42,https://www.wta.org/go-hiking/hikes/observation-peak
3041,North Fork Sullivan Creek,Eastern Washington,5.7,one-way,3600.0,6600.0,3.5,4,2017-07-15,8,https://www.wta.org/go-hiking/hikes/north-fork-sullivan
3042,Old Griz,Issaquah Alps,,,,,3.0,5,2019-06-18,26,https://www.wta.org/go-hiking/hikes/old-griz
3043,Ohanapecosh Hot Springs,Mount Rainier Area,0.4,roundtrip,50.0,2000.0,3.86,7,2018-07-02,12,https://www.wta.org/go-hiking/hikes/ohanapecosh-hot-springs
3044,North Fork Sauk River,North Cascades,11.0,roundtrip,1000.0,2800.0,2.86,7,2019-06-02,204,https://www.wta.org/go-hiking/hikes/north-fork-sauk-river
3045,North Butte,Puget Sound and Islands,6.12,roundtrip,910.0,2178.0,4.0,1,2019-03-29,39,https://www.wta.org/go-hiking/hikes/north-butte
3046,North Fork Skykomish River,Central Cascades,10.0,roundtrip,1000.0,4000.0,2.6,5,2019-06-28,59,https://www.wta.org/go-hiking/hikes/north-fork-skykomish-river
3047,Old Man's Trail,Issaquah Alps,0.6,roundtrip,,,2.25,4,2019-04-06,76,https://www.wta.org/go-hiking/hikes/old-man-trail
3048,Nooksack Cirque,North Cascades,9.0,roundtrip,640.0,2840.0,3.0,4,2019-06-26,52,https://www.wta.org/go-hiking/hikes/nooksack-cirque
3049,North Fork Sauk Falls,North Cascades,0.4,roundtrip,200.0,1500.0,4.0,8,2019-05-05,57,https://www.wta.org/go-hiking/hikes/north-fork-sauk-falls
3050,Shi Shi Beach and Point of the Arches,Olympic Peninsula,8.0,roundtrip,200.0,200.0,4.4,58,2019-06-24,286,https://www.wta.org/go-hiking/hikes/north-shi-shi-access
3051,North Coast Route,Olympic Peninsula,20.0,roundtrip,200.0,200.0,4.0,7,2019-06-29,40,https://www.wta.org/go-hiking/hikes/north-coast-beach-travelway
3052,Nolte State Park,Mount Rainier Area,1.45,roundtrip,,,5.0,1,2019-05-26,22,https://www.wta.org/go-hiking/hikes/nolte-state-park
3053,Billy Frank Jr. Nisqually National Wildlife Refuge,Puget Sound and Islands,5.0,roundtrip,10.0,10.0,3.94,35,2019-05-19,218,https://www.wta.org/go-hiking/hikes/nisqually-nwr
3054,North Fork Asotin Creek to Pinkham Butte,Eastern Washington,20.0,roundtrip,1750.0,3080.0,0.0,0,2019-04-14,7,https://www.wta.org/go-hiking/hikes/north-fork-asotin-creek
3055,Notch Pass,Olympic Peninsula,8.6,roundtrip,2700.0,2500.0,4.0,9,2019-05-10,83,https://www.wta.org/go-hiking/hikes/notch-pass
3056,North Twentymile Peak,North Cascades,12.8,roundtrip,4387.0,7437.0,3.33,3,2019-06-21,15,https://www.wta.org/go-hiking/hikes/north-twentymile-peak
3057,North Lake,North Cascades,10.6,roundtrip,2220.0,5840.0,5.0,5,2018-07-07,19,https://www.wta.org/go-hiking/hikes/north-lake
3058,Norse Peak,Mount Rainier Area,10.0,roundtrip,2900.0,6856.0,3.4,10,2019-06-22,180,https://www.wta.org/go-hiking/hikes/norse-peak
