TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
William O. Douglas Wilderness,Central Washington,52.0,roundtrip,3600.0,,0.0,0,,,2018-06-20,3,https://www.wta.org/go-hiking/hikes/william-o-douglas-wilderness
Yelm-Tenino Trail,Olympic Peninsula,29.0,roundtrip,,,0.0,0,46.94196956288582,-122.60848134756088,2019-10-06,9,https://www.wta.org/go-hiking/hikes/yelm-tenino-trail
Upper Twin Lake,Central Cascades,5.0,roundtrip,300.0,,4.0,1,47.89601913766156,-120.82231521606445,2019-11-01,4,https://www.wta.org/go-hiking/hikes/upper-twin-lake
Upper Stehekin Valley Road Trail,Central Cascades,11.4,one-way,1100.0,2400.0,0.0,0,48.3807237582,-120.84030948600002,2019-08-31,15,https://www.wta.org/go-hiking/hikes/upper-stehekin-valley-road-trail
Windy Peak Loop,North Cascades,14.8,roundtrip,3830.0,8060.0,0.0,0,48.908329,-119.90387800000002,2019-08-03,4,https://www.wta.org/go-hiking/hikes/windy-peak-loop
Wallula Gap - East,Eastern Washington,3.5,trails,428.0,783.0,0.0,0,46.05149948094632,-118.93637520016443,2019-11-16,7,https://www.wta.org/go-hiking/hikes/wallula-gap-east
Valhalla Peak,Olympic Peninsula,5.0,roundtrip,2900.0,5345.0,5.0,1,47.75606,-123.09523999999999,2019-07-04,13,https://www.wta.org/go-hiking/hikes/valhalla-peak
Wygant Peak Trail,Southwest Washington,8.0,roundtrip,2000.0,2200.0,0.0,0,45.7029,-121.61860000000001,2018-03-26,1,https://www.wta.org/go-hiking/hikes/wygant-peak-trail
Ahtanum State Forest - Whites Ridge,Central Washington,10.9,roundtrip,1900.0,5000.0,0.0,0,46.523175,-121.009681,2019-10-26,2,https://www.wta.org/go-hiking/hikes/whites-ridge
Yellowstone Cliffs and Windy Gap,Mount Rainier Area,24.6,roundtrip,3500.0,5800.0,3.83,6,46.9949,-121.91230000000002,2019-10-10,23,https://www.wta.org/go-hiking/hikes/yellowstone-cliffs-and-windy-gap
Stampede Pass to Windy Pass,Snoqualmie Region,12.0,one-way,,4500.0,0.0,0,47.28319550628286,-121.35141305610887,2019-07-13,10,https://www.wta.org/go-hiking/hikes/windy-pass-to-stampede-pass
Young Hill,Puget Sound and Islands,2.2,roundtrip,587.0,665.0,3.0,6,48.586617,-123.14679999999998,2019-08-29,10,https://www.wta.org/go-hiking/hikes/young-hill
Viewpoint Park,Puget Sound and Islands,0.6,roundtrip,,,0.0,0,47.63161217351422,-122.1621070841552,2019-08-09,2,https://www.wta.org/go-hiking/hikes/viewpoint-park
Wind Mountain,Southwest Washington,,,,,5.0,1,45.71572373056966,-121.78446650505066,2018-09-05,10,https://www.wta.org/go-hiking/hikes/wind-mountain
IP Road (former Yale Reservoir Logging Road),South Cascades,7.4,roundtrip,300.0,,0.0,0,46.0551604697,-122.25297331799999,2019-07-03,3,https://www.wta.org/go-hiking/hikes/yale-reservoir-logging-road-trail
Wynoochee Falls,Olympic Peninsula,1.0,roundtrip,,,5.0,1,47.47075282,-123.52729484399998,2019-07-20,18,https://www.wta.org/go-hiking/hikes/wynoochee-falls
Wyeth,Southwest Washington,7.3,one-way,4000.0,4100.0,0.0,0,45.68927160040417,-121.77115583581894,1998-04-20,1,https://www.wta.org/go-hiking/hikes/wyeth
Longmire to Devil's Dream Camp,Mount Rainier Area,5.5,one-way,2400.0,5000.0,0.0,0,46.753711116404546,-121.81310176815384,2019-08-09,7,https://www.wta.org/go-hiking/hikes/wonderland-trail-longmire-to-devils-dream-camp
Walupt Lake Loop,South Cascades,15.3,roundtrip,1650.0,5712.0,0.0,0,46.4230894904118,-121.47354919416205,2019-08-11,2,https://www.wta.org/go-hiking/hikes/walupt-lake-loop
West Side Road,Issaquah Alps,,,,,2.75,4,,,2019-09-21,18,https://www.wta.org/go-hiking/hikes/west-side-road
West Tiger No. 1 via Fred's Corner,Issaquah Alps,7.0,roundtrip,2450.0,2948.0,3.14,7,47.530434,-121.97942660000001,2019-09-25,82,https://www.wta.org/go-hiking/hikes/west-tiger-1
West Access Trail,Issaquah Alps,1.1,roundtrip,800.0,1340.0,2.5,6,47.5143348576,-122.077039182,2019-07-06,23,https://www.wta.org/go-hiking/hikes/west-access
Whistler Canyon Trail,Eastern Washington,24.0,roundtrip,3000.0,3930.0,4.0,1,48.9029959982,-119.42355394399999,2019-06-29,20,https://www.wta.org/go-hiking/hikes/whistler-canyon-trail
Whiskey Dick Wildlife Area - Backcountry Trail,Central Washington,0.8,roundtrip,80.0,,0.0,0,46.9606856,-120.0943768,2019-05-27,10,https://www.wta.org/go-hiking/hikes/whiskey-dick-wildlife-area-backcountry-trail
West Fork Pasayten River,North Cascades,33.0,roundtrip,2400.0,7200.0,3.75,4,48.7337925,-120.6751729,2019-09-10,11,https://www.wta.org/go-hiking/hikes/west-fork-pasayten-river
West Butte,Eastern Washington,,,,5504.0,3.0,3,,,2019-07-04,4,https://www.wta.org/go-hiking/hikes/west-butte
Whiskey Dick Wildlife Area,Central Washington,8.0,roundtrip,1750.0,3850.0,3.0,6,46.9606856,-120.09437680000002,2019-07-08,62,https://www.wta.org/go-hiking/hikes/whiskey-dick-wildlife-area
Green Mountain - Wildcat Trail,Olympic Peninsula,9.5,roundtrip,1900.0,1639.0,4.33,3,47.6003,-122.78806099999997,2019-08-08,43,https://www.wta.org/go-hiking/hikes/wildcat-trail
Westport State Park - Westport Light Trail,Olympic Peninsula,2.0,roundtrip,15.0,30.0,0.0,0,46.88684208706213,-124.12379162951356,2019-09-01,19,https://www.wta.org/go-hiking/hikes/westport-light-trail
West Fork Teanaway River,Snoqualmie Region,9.6,one-way,2800.0,5750.0,2.75,4,47.2914558422,-121.00642204299999,2019-07-13,6,https://www.wta.org/go-hiking/hikes/west-fork-teanaway-river
White Pass to Chinook Pass,South Cascades,28.0,one-way,2200.0,,3.5,4,46.8745093165,-121.51702880900001,2019-09-02,75,https://www.wta.org/go-hiking/hikes/white-pass-chinook-pass-pct-200
Westcott Bay Nature Reserve and Sculpture Park,Puget Sound and Islands,,,,,0.0,0,48.61052052555931,-123.14711451530457,2018-08-17,4,https://www.wta.org/go-hiking/hikes/westcott-bay-nature-reserve-and-sculpture-park
White Bluffs - South Slope,Central Washington,10.0,roundtrip,530.0,900.0,3.2,5,46.6388408,-119.3893463,2019-03-23,35,https://www.wta.org/go-hiking/hikes/white-bluffs-south
West Fork Agnes Creek,Central Cascades,17.0,roundtrip,,,3.5,4,48.3427964418,-120.916085243,2013-09-14,1,https://www.wta.org/go-hiking/hikes/west-fork-agnes-creek
West Peak,Issaquah Alps,,,,,2.43,7,47.5056385564,-122.062447965,2019-09-07,40,https://www.wta.org/go-hiking/hikes/west-peak
West Tiger 2,Issaquah Alps,7.8,roundtrip,2300.0,2757.0,2.25,4,47.5305361,-121.9791497,2019-10-12,150,https://www.wta.org/go-hiking/hikes/west-tiger-2
Willard Springs Trail,South Cascades,2.0,roundtrip,,,3.0,2,45.965410326,-121.342020035,2019-06-03,9,https://www.wta.org/go-hiking/hikes/willard-springs-trail
Frosty - Wildhorse Creek,Central Cascades,,,,,3.75,4,,,2019-08-29,72,https://www.wta.org/go-hiking/hikes/wildhorse-creek
Wilson Creek,Central Cascades,2.1,one-way,,,2.75,4,,,2019-09-19,2,https://www.wta.org/go-hiking/hikes/wilson-creek
Williams Creek,North Cascades,13.8,roundtrip,3600.0,6500.0,3.75,4,48.3972116501,-120.46719074200001,2019-07-08,11,https://www.wta.org/go-hiking/hikes/williams-creek
Wilson Creek,Snoqualmie Region,5.6,roundtrip,220.0,5860.0,3.2,5,47.228861,-120.57030900000001,2018-08-05,2,https://www.wta.org/go-hiking/hikes/wilson-creek-2
Umtanum Ridge Crest,Central Washington,6.0,roundtrip,2400.0,3480.0,3.73,11,46.8554,-120.48289999999997,2019-11-13,172,https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest
Union Bay Nature Area,Puget Sound and Islands,1.5,roundtrip,,,2.33,3,47.6579868,-122.29056500000002,2019-10-06,14,https://www.wta.org/go-hiking/hikes/union-bay-nature-area
Union Peak,Central Cascades,,,1096.0,5696.0,0.0,0,47.8112231,-121.0826,2019-03-04,12,https://www.wta.org/go-hiking/hikes/union-peak
Upper Falls Creek Trail,Southwest Washington,18.0,roundtrip,1100.0,2400.0,2.25,4,45.908,-121.94745,2018-11-04,9,https://www.wta.org/go-hiking/hikes/upper-falls-creek
Wallaby Peak,North Cascades,6.0,roundtrip,2900.0,7995.0,0.0,0,48.526877,-120.6505831,2019-07-31,3,https://www.wta.org/go-hiking/hikes/wallaby-peak-7995
Wahatis Peak,Central Washington,,,,,0.0,0,46.806522117951125,-119.55823302235001,2019-04-06,4,https://www.wta.org/go-hiking/hikes/wahatis-peak
Welch Peaks,Olympic Peninsula,9.0,roundtrip,3300.0,6100.0,5.0,2,47.8592457582,-123.01202774000001,2019-04-28,12,https://www.wta.org/go-hiking/hikes/welch-peaks
Weldon Wagon Road,Southwest Washington,5.4,roundtrip,1290.0,1900.0,2.0,2,45.8000843813,-121.47068023700001,2019-10-12,15,https://www.wta.org/go-hiking/hikes/weldon-wagon-road
Glacier Peak Meadows,North Cascades,25.0,roundtrip,4350.0,6450.0,0.0,0,48.0292552316,-121.289319992,2019-08-26,11,https://www.wta.org/go-hiking/hikes/glacier-peak-meadows
Howson Peak,Snoqualmie Region,,,,,0.0,0,,,2016-02-23,1,https://www.wta.org/go-hiking/hikes/howson-peak
Elk Mountain to Maiden Peak,Olympic Peninsula,8.0,roundtrip,840.0,6625.0,4.75,4,47.9344579325,-123.32090897699999,2019-09-23,10,https://www.wta.org/go-hiking/hikes/elk-mtn-to-maiden-peak
Gunnshy Peak,Central Cascades,,,4295.0,6218.0,0.0,0,47.82226,-121.46037999999999,2019-08-23,2,https://www.wta.org/go-hiking/hikes/gunnshy-peak
Emerald Peak,Central Cascades,,,5272.0,8422.0,0.0,0,48.115151,-120.62896799999999,2017-05-28,2,https://www.wta.org/go-hiking/hikes/emerald-peak
Four Springs Nature Preserve,Puget Sound and Islands,4.0,trails,,,3.0,1,48.18942562135521,-122.51065850257874,2019-09-27,11,https://www.wta.org/go-hiking/hikes/four-springs-nature-preserve
Ferry County Rail Trail,Eastern Washington,25.0,one-way,,2600.0,0.0,0,48.6461913002,-118.721732288,2019-07-08,3,https://www.wta.org/go-hiking/hikes/ferry-county-rail-trail
Imus Creek Trail,Central Cascades,0.7,one-way,150.0,1340.0,0.0,0,,,2018-06-03,1,https://www.wta.org/go-hiking/hikes/imus-creek-trail
Eastgate Park,Puget Sound and Islands,0.3,roundtrip,,,0.0,0,47.56708074194568,-122.14653378299931,2018-08-09,1,https://www.wta.org/go-hiking/hikes/eastgate-park
Hawks Prairie Reclaimed Water Ponds,Puget Sound and Islands,1.0,trails,,,4.0,1,47.075000188242804,-122.76406323266644,2019-08-29,4,https://www.wta.org/go-hiking/hikes/hawks-prairie-reclaimed-water-ponds
Evergreen Beach Trail,Olympic Peninsula,2.0,roundtrip,,,3.5,2,47.0774303612,-122.97240178999999,2019-09-01,15,https://www.wta.org/go-hiking/hikes/evergreen-beach-trail
Indian Trail,Puget Sound and Islands,3.0,roundtrip,32.0,320.0,1.0,1,47.4519121879,-122.37899959100002,2019-04-24,12,https://www.wta.org/go-hiking/hikes/indian-trail-burien
Harts Pass to Rainy Pass,North Cascades,30.6,one-way,3800.0,6900.0,5.0,1,48.70223191596916,-120.6729526509298,2019-09-26,11,https://www.wta.org/go-hiking/hikes/harts-pass-to-rainy-pass
Finch Arboretum,Eastern Washington,1.25,roundtrip,,,0.0,0,47.643212,-117.46247700000004,,0,https://www.wta.org/go-hiking/hikes/finch-arboretum
Jack Mountain,North Cascades,,,,9066.0,0.0,0,48.7724,-120.957,2015-09-04,1,https://www.wta.org/go-hiking/hikes/jack-mountain
Interurban Trail - Snohomish County,Puget Sound and Islands,18.8,one-way,,,2.5,2,47.792846308942224,-122.33082175254822,2019-05-20,5,https://www.wta.org/go-hiking/hikes/interurban-trail-snohomish-county
Freds Mountain,North Cascades,,,9000.0,7814.0,0.0,0,48.7834,-120.10789999999997,2018-06-23,1,https://www.wta.org/go-hiking/hikes/freds-mountain
Irely Lake,Olympic Peninsula,2.8,roundtrip,145.0,615.0,0.0,0,47.5676,-123.65530000000001,2019-08-17,2,https://www.wta.org/go-hiking/hikes/irely-lake-1
Gopher Mountain,Central Cascades,,,,8001.0,0.0,0,48.097078,-120.65593000000001,2017-09-09,1,https://www.wta.org/go-hiking/hikes/gopher-mountain
Horseshoe Mountain,North Cascades,,,,7956.0,0.0,0,48.96349,-119.913974,2019-08-12,2,https://www.wta.org/go-hiking/hikes/horseshoe-mountain
Issaquah - Preston Trail,Issaquah Alps,5.4,one-way,320.0,430.0,0.0,0,47.5320382468,-121.98036432200001,2019-10-23,16,https://www.wta.org/go-hiking/hikes/issaquah-preston-trail
Hummocks Loop,South Cascades,9.5,roundtrip,1800.0,4200.0,0.0,0,,,2019-09-15,5,https://www.wta.org/go-hiking/hikes/hummocks-loop
Hoodsport Trail,Olympic Peninsula,2.5,trails,,,2.5,2,47.4140611533,-123.192615509,2019-11-11,9,https://www.wta.org/go-hiking/hikes/hoodsport-trail
Gold Creek County Park,Puget Sound and Islands,,,,,0.0,0,47.74306139999999,-122.14123799999999,2019-09-30,4,https://www.wta.org/go-hiking/hikes/gold-creek-county-park
Grand Valley via Grand Pass Trail,Olympic Peninsula,12.0,roundtrip,4070.0,6450.0,4.33,3,47.9396162,-123.41948300000001,2019-09-02,25,https://www.wta.org/go-hiking/hikes/grand-valley-via-grand-pass
Hock Mountain,North Cascades,16.0,roundtrip,5000.0,7750.0,3.0,1,48.5090760368,-120.69357132099998,2014-09-28,1,https://www.wta.org/go-hiking/hikes/hock-mountain
Iverson Spit,Puget Sound and Islands,1.0,roundtrip,,,3.5,2,48.21112584980195,-122.4421951174736,2019-11-03,31,https://www.wta.org/go-hiking/hikes/iverson-spit
Fauntleroy Park,Puget Sound and Islands,1.5,trails,350.0,360.0,0.0,0,47.5215190894,-122.38512039199998,2019-04-21,3,https://www.wta.org/go-hiking/hikes/fauntleroy-park
Indian Bar - Summerland Traverse,Mount Rainier Area,34.0,roundtrip,4400.0,6800.0,5.0,1,46.765637,-121.63490200000001,2019-09-12,11,https://www.wta.org/go-hiking/hikes/indian-bar-summerland-traverse
Han Peak,North Cascades,,,5681.0,,0.0,0,,,2015-06-18,1,https://www.wta.org/go-hiking/hikes/han-peak
Indian Henry's Hunting Ground via Tahoma Creek,Mount Rainier Area,12.0,roundtrip,2520.0,5400.0,3.86,7,46.7500413,-121.81299230000002,2019-08-18,24,https://www.wta.org/go-hiking/hikes/indian-henrys-hunting-ground
Horse Lake Reserve,Central Washington,5.2,roundtrip,700.0,2410.0,4.5,4,47.4619849242,-120.38270317,2019-05-25,29,https://www.wta.org/go-hiking/hikes/horse-lake-reserve
Hardy Creek,Southwest Washington,,,,,2.0,1,45.6430280558,-122.01270103500002,2019-05-06,12,https://www.wta.org/go-hiking/hikes/hardy-creek
Slate Peak,North Cascades,0.7,roundtrip,250.0,7440.0,4.67,3,48.738015,-120.67867100000001,2019-10-14,40,https://www.wta.org/go-hiking/hikes/harts-pass-and-slate-peak
Beacon Rock State Park - Hardy Ridge,Southwest Washington,9.5,roundtrip,1860.0,2700.0,3.0,1,45.6380439,-122.03183660000002,2019-10-13,19,https://www.wta.org/go-hiking/hikes/hardy-ridge
Hawkins Mountain,Snoqualmie Region,10.0,roundtrip,3360.0,7160.0,3.5,2,47.453833123003314,-121.04169845581055,2019-07-27,35,https://www.wta.org/go-hiking/hikes/hawkins-mountain
Happy-Panther,North Cascades,12.5,roundtrip,550.0,2000.0,2.67,3,48.7267558752,-121.06109619099999,2019-05-05,19,https://www.wta.org/go-hiking/hikes/happy-panther
Bridge Trail - (Hardy Ridge Connector),Southwest Washington,,,,,2.33,3,45.6589275259,-122.02179908799997,2018-04-24,6,https://www.wta.org/go-hiking/hikes/hardy-ridge-connector
Hidden Forest Trail,Issaquah Alps,7.4,roundtrip,2650.0,2340.0,3.67,6,47.499951712017854,-122.02176647042234,2019-10-05,44,https://www.wta.org/go-hiking/hikes/hidden-forest
Hegg-Benson Trail,North Cascades,1.2,roundtrip,,,0.0,0,48.49292813488965,-121.55479967594147,2019-10-11,16,https://www.wta.org/go-hiking/hikes/hegg-benson-trail
Hex Mountain,Snoqualmie Region,7.0,roundtrip,2900.0,5034.0,3.0,3,47.2851358,-121.08933560000003,2019-09-21,63,https://www.wta.org/go-hiking/hikes/hex-mountain-1
High Pass,Central Cascades,26.0,roundtrip,4500.0,7100.0,2.83,6,48.0770691,-120.85787720000002,2019-09-19,48,https://www.wta.org/go-hiking/hikes/high-pass
High Point Trail,Issaquah Alps,2.0,roundtrip,,1150.0,2.8,5,47.5303687,-121.94360159999997,2019-08-16,118,https://www.wta.org/go-hiking/hikes/high-point-trail
Hidden Lake (Lake Wenatchee),Central Cascades,1.6,roundtrip,220.0,2320.0,3.4,15,47.8216333333,-120.80638333299999,2019-09-20,66,https://www.wta.org/go-hiking/hikes/hidden-lake
Beacon Rock State Park - Hardy and Rodney Falls,Southwest Washington,3.5,roundtrip,1200.0,1648.0,3.0,4,45.6325,-122.01999999999998,2019-07-29,20,https://www.wta.org/go-hiking/hikes/hardy-rodney-falls
Hidden Springs,South Cascades,1.7,one-way,1900.0,5500.0,3.0,4,46.53802322655808,-121.3163844406356,2019-05-05,8,https://www.wta.org/go-hiking/hikes/hidden-springs
Hazel Wolf Wetlands,Issaquah Alps,1.7,roundtrip,60.0,525.0,3.71,7,47.599102547,-122.00832366899999,2019-06-11,19,https://www.wta.org/go-hiking/hikes/hazel-wolf-wetlands
Headquarters Trail,Eastern Washington,0.5,roundtrip,,,0.0,0,48.4617484,-117.7318911,,0,https://www.wta.org/go-hiking/hikes/headquarters-trail
Hoh River Trail to Elk Lake,Olympic Peninsula,33.0,roundtrip,,,4.33,3,47.8536009,-123.95122679999997,2019-08-11,29,https://www.wta.org/go-hiking/hikes/hoh-river-elk-lake
Hidden Lakes,North Cascades,34.2,roundtrip,2300.0,5800.0,4.6,5,48.7855833333,-120.20335,2019-06-21,15,https://www.wta.org/go-hiking/hikes/hidden-lakes
Hex Mountain Snowshoe,Snoqualmie Region,7.0,roundtrip,2600.0,5034.0,3.92,12,47.2849578,-121.0913612,2019-05-05,179,https://www.wta.org/go-hiking/hikes/hex-mountain
Hemlock Peak,Snoqualmie Region,,,3440.0,5560.0,4.0,1,,,2017-06-17,5,https://www.wta.org/go-hiking/hikes/hemlock-peak
Green to Cedar River Trail,Puget Sound and Islands,5.56,roundtrip,50.0,,3.57,7,47.3613855649,-122.02480316200001,2019-08-29,18,https://www.wta.org/go-hiking/hikes/green-to-cedar-river-trail
Golden Stairway,North Cascades,6.3,one-way,3550.0,6850.0,2.5,4,48.5673063,-119.90417359999998,2019-05-09,6,https://www.wta.org/go-hiking/hikes/golden-stairway-1
Gray Peak,North Cascades,,,,8074.0,0.0,0,48.267363,-120.4642605,2018-07-14,3,https://www.wta.org/go-hiking/hikes/gray-peak
Hansville Greenway,Olympic Peninsula,2.6,roundtrip,100.0,180.0,3.75,4,47.9080067587,-122.556165867,2019-09-01,17,https://www.wta.org/go-hiking/hikes/hansville-greenway
Hall Mountain,Eastern Washington,14.0,roundtrip,4130.0,6323.0,3.38,8,48.8075116524,-117.25836181800003,2019-08-12,22,https://www.wta.org/go-hiking/hikes/hall-mountain
Lower Gray Wolf River,Olympic Peninsula,8.4,roundtrip,800.0,1500.0,3.76,17,47.9670333333,-123.12739999999997,2019-11-11,203,https://www.wta.org/go-hiking/hikes/gray-wolf-river
Goodenough Peak,North Cascades,,,,,0.0,0,,,2019-08-12,3,https://www.wta.org/go-hiking/hikes/goodenough-peak
Gold Basin Mill Pond Interpretive Trail,North Cascades,0.25,roundtrip,,,3.0,1,48.0877119958,-121.769542694,2019-06-08,7,https://www.wta.org/go-hiking/hikes/gold-basin-mill-pond-interpretive-trail
"West Branch Little Spokane Wildlife Area: Rustler's Gulch, Holly Road Loop",Eastern Washington,6.8,roundtrip,850.0,2260.0,0.0,0,,,2018-05-07,1,https://www.wta.org/go-hiking/hikes/west-branch-little-spokane-wildlife-area-rustlers-gulch-holly-road-loop
Whidbey Institute,Puget Sound and Islands,4.5,trails,420.0,420.0,0.0,0,47.978063688677764,-122.41032806745909,2018-12-15,1,https://www.wta.org/go-hiking/hikes/whidbey-institute
Vancouver Lake - North Trail,Southwest Washington,2.5,roundtrip,,10.0,0.0,0,45.6789627127,-122.74289220599996,2019-08-05,12,https://www.wta.org/go-hiking/hikes/vancouver-lake
Yellow Hill,Snoqualmie Region,8.0,roundtrip,2827.0,5527.0,2.71,7,47.2955308274,-120.96410751299999,2018-05-24,31,https://www.wta.org/go-hiking/hikes/yellow-hill
Yakima Greenway,Central Washington,10.0,roundtrip,100.0,1130.0,3.75,4,46.6249549231,-120.53223967600002,2019-05-03,4,https://www.wta.org/go-hiking/hikes/yakima-greenway
Yakima Skyline Trail,Central Washington,4.4,roundtrip,1446.0,,3.67,9,46.7127418793,-120.47602593900001,2019-07-14,155,https://www.wta.org/go-hiking/hikes/yakima-rim-skyline
Woodard Bay Conservation Area,Olympic Peninsula,3.5,trails,,,2.88,8,47.1268525411,-122.85377900100002,2019-07-27,26,https://www.wta.org/go-hiking/hikes/woodard-bay-conservation-area
Woods Creek,South Cascades,2.5,roundtrip,,1100.0,3.0,5,46.4623166667,-121.96010000000001,2019-09-06,11,https://www.wta.org/go-hiking/hikes/woods-creek
Longmire to Cougar Rock Campground Snowshoe,Mount Rainier Area,7.6,roundtrip,1300.0,4100.0,3.67,3,46.7502968332,-121.81221127499998,2017-11-17,22,https://www.wta.org/go-hiking/hikes/wonderland-trail-snowshoe
Windy Peak,North Cascades,11.5,one-way,,,3.75,4,48.85548,-119.94524999999999,2019-08-03,17,https://www.wta.org/go-hiking/hikes/windy-peak
Windy Pass,North Cascades,7.0,roundtrip,1300.0,6900.0,3.45,11,48.73215,-120.675116667,2019-09-01,41,https://www.wta.org/go-hiking/hikes/windy-pass
Wood Lake,South Cascades,4.5,roundtrip,1500.0,4860.0,2.67,6,,,2017-08-21,4,https://www.wta.org/go-hiking/hikes/wood-lake
Wolf Creek,North Cascades,21.0,roundtrip,4270.0,5738.0,3.0,6,48.4841357133,-120.29920291799999,2019-09-18,36,https://www.wta.org/go-hiking/hikes/wolf-creek
Whiskey Dick Wildlife Area - Bitterroot Trail,Central Washington,1.0,roundtrip,185.0,,0.0,0,46.9606856,-120.0943768,2012-05-13,3,https://www.wta.org/go-hiking/hikes/wild-horse-wind-and-solar-facilities-bitterroot-trail
Wild Goose,North Cascades,1.4,roundtrip,1100.0,5100.0,3.25,4,48.8471076258,-121.692852974,2019-08-08,29,https://www.wta.org/go-hiking/hikes/wild-goose
White Pass Nordic Center,South Cascades,1.86,roundtrip,250.0,4500.0,0.0,0,46.639677254239565,-121.3924326900476,2019-01-12,8,https://www.wta.org/go-hiking/hikes/white-pass-nordic-center
White Salmon Road Snowshoe,North Cascades,5.0,roundtrip,485.0,3500.0,3.67,3,48.866555138710126,-121.65474697882081,2019-01-27,24,https://www.wta.org/go-hiking/hikes/white-salmon-creek-snowshoe
West Hylebos Wetlands,Puget Sound and Islands,1.2,roundtrip,,70.0,3.38,8,47.2897865312,-122.329303622,2019-07-29,15,https://www.wta.org/go-hiking/hikes/west-hylebos-wetlands
West Fork Buttermilk,North Cascades,19.0,roundtrip,,7480.0,3.25,4,48.3111149718,-120.336771011,2019-10-10,14,https://www.wta.org/go-hiking/hikes/west-fork-buttermilk-river
Whatcom Falls Park,Puget Sound and Islands,4.0,roundtrip,50.0,,4.14,7,48.7525388891,-122.42804646499997,2019-11-16,50,https://www.wta.org/go-hiking/hikes/whatcom-creek
Whiskey Dick Wildlife Area - Bluebird Trail,Central Washington,1.7,roundtrip,315.0,,0.0,0,46.9606856,-120.0943768,2019-05-27,9,https://www.wta.org/go-hiking/hikes/whiskey-dick-wildlife-area-bluebird-trail
Weowna Park,Puget Sound and Islands,3.5,roundtrip,600.0,320.0,5.0,2,47.6085356199,-122.11183547899998,2019-07-19,35,https://www.wta.org/go-hiking/hikes/weona-park-bellevue
Whitehorse Trail - Swede Heaven to Darrington,North Cascades,6.0,one-way,,150.0,3.67,3,48.2702259236,-121.70645713800002,2019-10-05,22,https://www.wta.org/go-hiking/hikes/whitehorse-rail-trail
Anacortes Community Forest Lands - Whistle Lake,Puget Sound and Islands,4.0,roundtrip,580.0,600.0,4.27,15,48.4630902389,-122.60485553799998,2019-11-02,104,https://www.wta.org/go-hiking/hikes/whistle-lake
Whiskey Dick Wildlife Area - Ridgeline Solar Trail,Central Washington,2.4,roundtrip,320.0,3873.0,0.0,0,46.9606856,-120.0943768,2019-05-27,5,https://www.wta.org/go-hiking/hikes/whiskey-dick-wildlife-area-ridgeline-solar-trail
Wild Horses Monument,Central Washington,0.4,roundtrip,150.0,1300.0,2.33,6,46.9645655,-119.96426940000003,2018-06-22,19,https://www.wta.org/go-hiking/hikes/wild-horses-monument
Wenatchee Mountain,Central Washington,,,,,0.0,0,47.2811214364,-120.434875488,2018-06-08,3,https://www.wta.org/go-hiking/hikes/wenatchee-mountain
Whittier Ridge-Lakes Loop,South Cascades,14.3,roundtrip,2600.0,5840.0,3.88,8,46.30445,-122.08190000000002,2019-08-24,24,https://www.wta.org/go-hiking/hikes/whittier-ridge-lakes-loop
West Fork Dosewallips River,Olympic Peninsula,15.8,roundtrip,2400.0,3600.0,4.33,6,47.74342650012939,-123.20325143907911,2019-04-27,62,https://www.wta.org/go-hiking/hikes/west-fork-dosewallips-river
Deception Pass State Park - West Beach Sand Dunes,Puget Sound and Islands,1.2,roundtrip,,,4.0,4,48.40018920518616,-122.66460657119751,2019-11-02,33,https://www.wta.org/go-hiking/hikes/west-beach-deception-pass-state-park
North Butte,Puget Sound and Islands,6.12,roundtrip,910.0,2178.0,4.0,1,48.61648479801356,-122.38634280860424,2019-11-03,42,https://www.wta.org/go-hiking/hikes/north-butte
North Fork Skykomish River,Central Cascades,10.0,roundtrip,1000.0,4000.0,2.6,5,47.9279415,-121.27314969999998,2019-10-19,63,https://www.wta.org/go-hiking/hikes/north-fork-skykomish-river
Old Man's Trail,Issaquah Alps,0.6,roundtrip,,,2.25,4,47.5301166,-122.1029636,2019-07-13,77,https://www.wta.org/go-hiking/hikes/old-man-trail
Nooksack Cirque,North Cascades,9.0,roundtrip,640.0,2840.0,3.0,4,48.8898833333,-121.67491666699999,2019-07-27,54,https://www.wta.org/go-hiking/hikes/nooksack-cirque
North Fork Sauk Falls,North Cascades,0.4,roundtrip,200.0,1500.0,4.0,8,48.0985333333,-121.3709,2019-08-11,58,https://www.wta.org/go-hiking/hikes/north-fork-sauk-falls
North Coast Route,Olympic Peninsula,20.0,roundtrip,200.0,200.0,4.0,7,48.2587786852,-124.68284010899998,2019-08-31,46,https://www.wta.org/go-hiking/hikes/north-coast-beach-travelway
Nolte State Park,Mount Rainier Area,1.45,roundtrip,,,5.0,1,47.270226,-121.93727000000001,2019-07-07,23,https://www.wta.org/go-hiking/hikes/nolte-state-park
Northrup Canyon,Central Washington,3.0,roundtrip,384.0,2134.0,3.75,8,47.8657432,-119.08325079999997,2019-11-10,73,https://www.wta.org/go-hiking/hikes/northrup-canyon
North Fork Entiat River,Central Cascades,26.0,roundtrip,4000.0,7150.0,2.5,4,48.0058169,-120.57630089999998,2018-05-26,28,https://www.wta.org/go-hiking/hikes/north-fork-entiat-river
